Vid,Abbr,Precinct,PrecinctSub,Party,RegDate,PAV,RegDateOriginal,E6_110816,E5_060716,E4_110414,E3_060314,E2_110612,E1_060512,District,VoterScore,VoterScorePossible,VoterScorePctOfPoss,BirthYear,havePhone,BirthPlaceState,BirthPlaceCountry,Gender,sameMailAddress,MailCountry,isApt,Zip,StreetType,EmailProvider,E5_060716BT,E1_060512BT,Tot_Possible_Votes,Act_Votes,Pct_Possible_Votes,Hid
125,27,835400,0,DEM,1970-04-08,Y,1970-04-08,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1927,False,Massachusetts,USA,M,True,,False,94536,AVE,ukn,DEM,DEM,6,2,0.3333333333333333,4647
126,82,832600,1,DEM,2012-09-17,Y,2012-09-17,A,N,N,N,V,,3,4.0017,10.0031,0.4,1960,False,UKN,Philippines,F,True,,False,94538,AVE,att.net,DEM,,5,2,0.4,2818
127,1,835310,0,NPP,2017-08-02,Y,2016-03-16,A,N,,,,,3,2.5001,5.5003,0.45,1982,False,California,USA,F,True,,False,94538,CMN,gmail.com,DEM,,2,1,0.5,3669
128,16,831730,0,DEM,2017-11-01,N,2017-08-26,,,,,,,3,0.0,-1.0,-1.0,1979,True,UKN,India,M,True,,False,94536,CT,gmail.com,,,0,0,-1.0,6568
129,32,832620,1,NPP,2016-08-01,Y,2003-11-07,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1985,True,California,USA,M,True,,False,94538,WAY,ukn,NPP,NP,6,1,0.16666666666666666,5058
130,1,835040,0,DEM,2015-01-05,Y,2002-10-21,N,N,N,N,N,N,3,0.0,11.0063,0.0,1963,False,UKN,Sudan,F,True,,False,94536,AVE,ukn,DEM,,6,0,0.0,1603
131,99,832400,0,NPP,2014-05-19,Y,2014-05-19,N,N,N,N,,,3,0.0,8.5015,0.0,1996,False,California,USA,M,True,,False,94536,WAY,ukn,NPP,,4,0,0.0,2914
132,1,832600,1,NPP,2016-08-02,N,2001-12-13,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1964,True,UKN,"Taiwan, Province of China",M,True,,False,94538,PL,gmail.com,,,6,1,0.16666666666666666,6798
133,12,835100,0,DEM,2016-06-07,Y,2010-06-30,A,V,A,N,V,N,3,8.8023,11.0063,0.8,1976,False,UKN,India,F,True,,False,94536,CMN,gmail.com,NPP,NP,6,4,0.6666666666666666,2929
134,1,832710,0,DEM,2004-10-18,N,1988-10-11,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1942,True,Nebraska,USA,F,True,,False,94538,CT,ukn,,,6,1,0.16666666666666666,4314
135,1,835040,0,DEM,2016-03-04,Y,2008-03-10,A,V,N,N,V,N,3,7.0019,11.0063,0.64,1988,True,California,USA,M,True,,False,94536,AVE,gmail.com,DEM,,6,3,0.5,6316
136,76,832620,2,DEM,2008-10-19,Y,2008-10-19,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1987,True,California,USA,F,True,,False,94538,AVE,ukn,DEM,DEM,6,3,0.5,1849
137,27,832810,0,REP,2006-06-06,Y,2005-08-25,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1963,True,UKN,"Taiwan, Province of China",F,True,,False,94538,DR,ukn,REP,REP,6,5,0.8333333333333334,2935
138,1,835400,0,DEM,1994-10-05,Y,1994-10-05,A,N,N,N,V,V,3,5.0049,11.0063,0.45,1958,False,California,USA,F,True,,False,94536,ST,ukn,,DEM,6,3,0.5,3401
139,12,835400,0,DEM,2012-06-05,Y,1995-09-28,A,A,A,A,A,V,3,11.0063,11.0063,1.0,1950,True,California,USA,M,True,,False,94536,CT,ukn,DEM,DEM,6,6,1.0,2367
140,111,835310,0,DEM,2016-05-16,N,2016-05-16,N,N,,,,,3,0.0,5.5003,0.0,1986,False,UKN,UKN,M,True,,True,94538,BLVD,ukn,,,2,0,0.0,983
141,12,832400,0,REP,2012-11-06,Y,2010-10-18,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1967,True,California,USA,M,True,,False,94536,WAY,ukn,REP,REP,6,2,0.3333333333333333,2648
142,99,835040,0,DEM,2015-09-03,N,2015-09-03,V,V,,,,,3,5.5003,5.5003,1.0,1993,True,California,USA,M,True,,False,94536,AVE,gmail.com,DEM,,2,2,1.0,5370
143,82,832600,1,REP,1977-11-10,Y,1977-11-10,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1941,False,Minnesota,USA,F,True,,False,94538,WAY,ukn,REP,REP,6,6,1.0,3642
144,1,832620,1,DEM,2016-10-12,Y,2016-06-09,N,,,,,,3,0.0,2.5001,0.0,1962,False,UKN,UKN,UNK,False,MYANMAR,False,94538,DR,aol.com,,,1,0,0.0,6542
145,99,832700,1,NPP,2014-01-06,Y,1995-04-28,A,A,N,N,V,N,3,7.0019,11.0063,0.64,1964,False,California,USA,F,True,,False,94538,LN,ukn,NPP,,6,3,0.5,2782
146,111,832700,2,NPP,2017-07-03,N,2017-07-03,,,,,,,3,0.0,-1.0,-1.0,1989,True,UKN,Myanmar,F,True,,True,94538,BLVD,gmail.com,,,0,0,-1.0,1936
147,1,832400,0,DEM,2007-09-21,N,1988-03-30,V,V,N,V,V,V,3,9.2059,11.0063,0.84,1956,True,California,USA,M,True,,False,94536,WAY,ukn,DEM,DEM,6,5,0.8333333333333334,606
148,82,832210,2,DEM,2005-11-08,Y,1976-10-04,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1948,True,North Carolina,USA,M,True,,False,94538,AVE,ukn,DEM,DEM,6,5,0.8333333333333334,2732
149,1,832610,2,DEM,2016-04-20,N,2016-04-18,N,N,,,,,3,0.0,5.5003,0.0,1994,True,California,USA,UNK,True,,True,94538,WAY,yahoo.com,,,2,0,0.0,4264
150,111,832620,1,NPP,2018-05-14,N,2018-05-14,,,,,,,3,0.0,-1.0,-1.0,1978,True,UKN,India,M,True,,False,94538,DR,yahoo.com,,,0,0,-1.0,3516
151,111,835200,0,DEM,2016-10-04,Y,2016-10-04,A,,,,,,3,2.5001,2.5001,1.0,1985,False,UKN,Iran (Islamic Republic of),UNK,True,,True,94536,AVE,ukn,,,1,1,1.0,1284
152,16,832600,1,DEM,2003-04-16,Y,2003-04-16,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1946,True,UKN,Philippines,F,True,,False,94538,PL,ukn,DEM,DEM,6,5,0.8333333333333334,992
153,1,835000,0,NPP,2014-10-09,Y,2012-10-08,A,N,N,N,A,,3,4.0017,10.0031,0.4,1975,True,New York,USA,F,True,,True,94536,BLVD,ukn,NPP,,5,2,0.4,2076
154,97,835000,0,NPP,2012-04-06,N,2010-09-28,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1969,False,UKN,Nepal,UNK,True,,False,94536,CMN,ukn,N-DEM,,6,4,0.6666666666666666,1260
155,12,835300,0,NPP,2016-11-08,N,2015-09-14,V,N,,,,,3,2.5001,5.5003,0.45,1981,False,UKN,UKN,M,True,,True,94536,AVE,ukn,,,2,1,0.5,3453
156,10,835400,0,DEM,2002-10-03,N,2002-10-03,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1963,False,California,USA,M,True,,False,94536,DR,ukn,,,6,1,0.16666666666666666,2257
157,99,832210,2,DEM,2000-02-07,Y,2000-02-07,A,A,A,A,N,N,3,8.5015,11.0063,0.77,1969,True,California,USA,F,True,,False,94536,DR,ukn,DEM,,6,4,0.6666666666666666,3639
158,99,835300,0,REP,2012-03-16,N,2012-03-20,N,N,N,N,N,N,3,0.0,11.0063,0.0,1946,True,New York,USA,M,True,,False,94538,AVE,ukn,,,6,0,0.0,874
159,12,835200,0,DEM,2016-11-08,N,2016-03-10,V,N,,,,,3,2.5001,5.5003,0.45,1997,True,California,USA,F,True,,True,94536,ST,gmail.com,NPP,,2,1,0.5,5806
160,111,832620,2,NPP,2017-06-27,N,2017-06-27,,,,,,,3,0.0,-1.0,-1.0,1994,True,California,USA,M,True,,False,94538,CMN,yahoo.com,,,0,0,-1.0,1574
161,23,835300,0,DEM,1990-07-24,Y,1990-07-24,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1927,True,California,USA,F,True,,True,94536,DR,ukn,DEM,DEM,6,6,1.0,6007
162,16,831730,0,DEM,2017-02-06,Y,2016-09-27,A,,,,,,3,2.5001,2.5001,1.0,1995,True,UKN,UKN,F,True,,False,94536,CT,gmail.com,,,1,1,1.0,2447
163,88,832900,0,DEM,2016-11-08,Y,2004-10-05,V,N,N,N,A,A,3,5.0049,11.0063,0.45,1986,True,Texas,USA,M,True,,False,94538,DR,gmail.com,DEM,DEM,6,3,0.5,6749
164,16,835420,0,REP,2008-11-04,Y,1989-11-01,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1949,True,Missouri,USA,M,True,,False,94536,CT,peoplesoft.com,REP,REP,6,4,0.6666666666666666,561
165,82,835100,0,NPP,2005-12-23,Y,2005-12-23,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1970,True,UKN,Nepal,M,True,,False,94536,CMN,ukn,N-DEM,NP,6,5,0.8333333333333334,1536
166,49,835100,0,NPP,2004-10-18,N,2004-10-18,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1973,False,California,USA,F,True,,False,94536,CMN,ukn,NPP,,6,4,0.6666666666666666,5420
167,82,832900,0,DEM,2004-10-13,Y,2004-08-23,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1939,True,California,USA,F,True,,False,94538,LN,ukn,DEM,DEM,6,5,0.8333333333333334,1471
168,16,832110,0,NPP,2011-01-25,Y,2011-01-25,A,N,N,N,A,A,3,5.0049,11.0063,0.45,1935,False,UKN,China,F,True,,False,94536,TER,ukn,NPP,N-DEM,6,3,0.5,2346
169,82,832810,0,DEM,2016-03-17,Y,2000-11-09,A,A,A,V,V,V,3,11.0063,11.0063,1.0,1976,True,California,USA,F,True,,False,94538,DR,gmail.com,DEM,GRN,6,6,1.0,1701
170,82,835300,0,MIS,2014-11-04,Y,2012-10-22,A,A,V,V,A,,3,10.0031,10.0031,1.0,1972,False,UKN,India,F,True,,True,94536,ST,ukn,N-DEM,,5,5,1.0,6645
171,82,835400,0,NPP,2007-06-19,Y,2007-06-19,A,A,N,N,V,N,3,7.0019,11.0063,0.64,1974,True,UKN,India,UNK,True,,False,94536,WAY,ukn,NPP,,6,3,0.5,3017
172,1,832800,0,DEM,2016-10-04,N,2012-05-08,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1982,False,UKN,India,M,True,,False,94538,CT,hotmail.com,,,6,1,0.16666666666666666,5216
173,99,835100,0,DEM,2008-11-04,Y,2008-01-22,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1965,True,Pennsylvania,USA,M,False,USA,False,94536,BLVD,ukn,,,6,1,0.16666666666666666,6119
174,82,835100,0,DEM,2004-04-06,Y,2004-04-06,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1972,True,California,USA,F,True,,False,94536,CT,yahoo.com,,,6,1,0.16666666666666666,816
175,109,832910,0,DEM,2010-11-02,N,2010-11-02,N,V,N,N,V,N,3,4.5018,11.0063,0.41,1954,False,California,USA,F,True,,False,94538,TER,ukn,DEM,,6,2,0.3333333333333333,3486
176,76,835400,0,NPP,1998-05-22,Y,1998-05-22,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1951,True,UKN,China,F,True,,False,94536,CMN,ukn,NPP,NP,6,6,1.0,5933
177,82,835310,0,NPP,2008-01-18,Y,2000-04-26,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1951,False,UKN,Hong Kong,F,True,,False,94538,CMN,ukn,N-DEM,N-DEM,6,6,1.0,5065
178,111,835040,0,REP,2016-10-09,Y,2016-10-09,N,,,,,,3,0.0,2.5001,0.0,1984,False,UKN,China,F,True,,False,94536,AVE,ukn,,,1,0,0.0,3228
179,99,832710,0,DEM,2014-06-03,N,2012-10-30,N,N,N,V,,,3,1.2008,8.5015,0.14,1994,True,California,USA,F,True,,False,94538,DR,u.pacific.edu,DEM,,4,1,0.25,828
180,82,835100,0,DEM,2014-06-04,Y,2014-06-04,A,A,A,,,,3,7.3007,7.3007,1.0,1973,False,UKN,UKN,M,True,,False,94536,CMN,yahoo.com,DEM,,3,3,1.0,2868
181,111,832900,0,DEM,2016-10-24,Y,2016-10-24,A,,,,,,3,2.5001,2.5001,1.0,1983,False,UKN,UKN,UNK,True,,False,94538,DR,gmail.com,,,1,1,1.0,4680
182,1,835310,0,AI,2014-06-16,Y,2014-06-16,A,N,N,,,,3,2.5001,7.3007,0.34,1983,True,UKN,UKN,F,True,,False,94538,CMN,gmail.com,AI,,3,1,0.3333333333333333,268
183,99,832910,0,DEM,2004-02-26,Y,2004-02-26,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1932,True,UKN,Switzerland,M,True,,False,94538,PL,aol.com,DEM,DEM,6,6,1.0,1372
184,16,832110,0,DEM,1978-08-16,N,1978-08-16,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1926,True,UKN,UKN,F,True,,False,94536,WAY,ukn,DEM,DEM,6,6,1.0,3702
185,111,832620,2,DEM,2018-04-16,Y,2018-04-16,,,,,,,3,0.0,-1.0,-1.0,2000,True,UKN,India,M,True,,False,94538,DR,gmail.com,,,0,0,-1.0,5617
186,82,832800,0,DEM,1996-06-21,Y,1996-06-21,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1965,True,California,USA,F,True,,False,94538,ST,ukn,DEM,DEM,6,3,0.5,2949
187,93,835500,0,NPP,2000-10-10,Y,2000-10-10,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1974,False,California,USA,F,True,,False,94536,CT,ukn,NPP,,6,1,0.16666666666666666,5260
188,16,831730,0,DEM,2008-02-05,N,2006-04-04,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1973,True,UKN,India,F,True,,False,94536,CT,hotmail.com,,,6,2,0.3333333333333333,6553
189,23,835410,0,GRN,2011-08-22,Y,2011-08-22,A,N,A,A,A,N,3,7.0029,11.0063,0.64,1971,False,UKN,India,UNK,True,,False,94536,CT,hotmail.com,GRN,GRN,6,4,0.6666666666666666,3855
190,6,835010,0,REP,2012-06-07,Y,1996-01-22,A,A,N,A,A,A,3,9.2059,11.0063,0.84,1971,True,UKN,Croatia,F,True,,False,94536,CT,ukn,REP,REP,6,5,0.8333333333333334,5333
191,23,835200,0,NPP,2008-10-20,Y,2008-10-16,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1981,True,UKN,Jordan,M,True,,False,94536,CMN,ukn,N-DEM,NP,6,5,0.8333333333333334,2808
192,109,832910,0,NPP,2006-02-01,Y,2006-02-01,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1970,True,UKN,Myanmar,M,True,,False,94538,PL,ukn,N-DEM,NP,6,4,0.6666666666666666,2878
193,109,832620,2,NPP,2014-07-22,Y,2014-07-22,A,A,A,,,,3,7.3007,7.3007,1.0,1967,True,UKN,Myanmar,F,True,,False,94538,CMN,gmail.com,N-DEM,,3,3,1.0,5160
194,23,835000,0,DEM,2018-02-03,Y,2008-10-20,A,A,N,N,A,A,3,8.0051,11.0063,0.73,1972,True,California,USA,F,True,,True,94536,ST,gmail.com,DEM,DEM,6,4,0.6666666666666666,1878
195,16,835010,0,REP,1984-09-17,N,1984-09-17,V,N,V,N,V,V,3,6.8053,11.0063,0.62,1937,False,UKN,Cyprus,UNK,True,,False,94536,LOOP,ukn,,REP,6,4,0.6666666666666666,4485
196,82,835410,0,DEM,1976-04-29,Y,1976-04-29,A,A,V,V,V,V,3,11.0063,11.0063,1.0,1929,False,Minnesota,USA,M,True,,False,94536,WAY,ukn,DEM,DEM,6,6,1.0,1675
197,99,832400,0,NPP,2014-09-23,Y,2014-09-23,A,A,A,,,,3,7.3007,7.3007,1.0,1959,True,UKN,India,M,True,,False,94538,AVE,ukn,N-DEM,,3,3,1.0,5821
198,12,835400,0,NPP,2016-11-08,N,2008-10-06,V,N,V,N,N,N,3,4.3005,11.0063,0.39,1976,False,UKN,India,F,True,,False,94536,DR,yahoo.com,NPP,NP,6,2,0.3333333333333333,5684
199,23,832700,1,NPP,2018-03-21,N,2016-11-08,,,,,,,3,0.0,-1.0,-1.0,1993,False,UKN,UKN,UNK,False,USA,True,94538,BLVD,ukn,,,0,0,-1.0,2432
200,23,832800,0,DEM,2018-01-23,Y,2012-10-04,A,A,N,N,A,,3,7.0019,10.0031,0.7,1983,True,Alaska,USA,F,True,,False,94538,CT,gmail.com,DEM,,5,3,0.6,2445
201,99,835300,0,DEM,2008-02-25,Y,2008-02-25,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1948,False,California,USA,F,True,,False,94536,LN,ukn,DEM,DEM,6,1,0.16666666666666666,3782
202,16,831730,0,NPP,2016-11-08,Y,2004-10-18,V,N,N,N,A,N,3,4.0017,11.0063,0.36,1949,True,UKN,Viet Nam,F,False,USA,False,94536,CT,ukn,NPP,NP,6,2,0.3333333333333333,4492
203,99,832900,0,DEM,2016-09-21,Y,2016-09-21,A,,,,,,3,2.5001,2.5001,1.0,1978,False,UKN,UKN,M,True,,False,94538,WAY,gmail.com,,,1,1,1.0,83
204,1,832620,2,NPP,2004-10-06,Y,2004-10-06,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1949,True,UKN,China,F,True,,False,94538,DR,ukn,NPP,NP,6,3,0.5,6415
205,114,835310,0,DEM,2016-05-19,Y,2016-05-19,A,A,,,,,3,5.5003,5.5003,1.0,1983,False,California,USA,UNK,True,,False,94538,CMN,yahoo.com,DEM,,2,2,1.0,4602
206,12,835400,0,REP,2016-06-07,Y,2016-05-23,A,V,,,,,3,5.5003,5.5003,1.0,1972,True,California,USA,F,True,,False,94536,CT,gmail.com,REP,,2,2,1.0,324
207,83,832600,1,NPP,2004-10-18,N,2004-10-18,N,N,N,N,N,N,3,0.0,11.0063,0.0,1961,True,UKN,Russian Federation,M,True,,False,94538,RD,ukn,,,6,0,0.0,6179
208,82,832600,1,NPP,2014-10-15,Y,2014-10-15,N,N,A,,,,3,1.8004,7.3007,0.25,1936,False,UKN,India,F,True,,False,94538,AVE,ukn,NPP,,3,1,0.3333333333333333,2859
209,111,835100,0,NPP,2018-01-25,Y,2018-01-25,,,,,,,3,0.0,-1.0,-1.0,1989,False,UKN,UKN,M,True,,True,94536,TER,ukn,,,0,0,-1.0,2321
210,99,835400,0,DEM,1984-10-05,Y,1984-10-05,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1942,False,UKN,Ecuador,M,True,,False,94536,CT,ukn,DEM,DEM,6,6,1.0,2755
211,99,835300,0,DEM,2016-06-08,Y,2016-06-08,A,,,,,,3,2.5001,2.5001,1.0,1962,True,UKN,Philippines,M,True,,True,94538,AVE,sbcglobal.net,,,1,1,1.0,4632
212,6,832620,1,DEM,1964-07-31,Y,1964-07-31,N,N,N,N,N,N,3,0.0,11.0063,0.0,1928,False,Colorado,USA,M,True,,False,94538,DR,ukn,DEM,DEM,6,0,0.0,3843
213,99,832210,2,REP,1960-04-14,Y,1960-04-14,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1932,False,California,USA,M,True,,False,94536,AVE,ukn,REP,REP,6,5,0.8333333333333334,3858
214,12,835040,0,DEM,2016-11-08,N,2008-03-14,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1972,False,UKN,India,F,True,,False,94536,CT,hotmail.com,DEM,NP,6,2,0.3333333333333333,2842
215,82,835500,0,REP,1993-07-12,Y,1993-07-12,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1940,False,Hawaii,USA,M,True,,False,94536,TER,ukn,REP,REP,6,6,1.0,1087
216,99,835300,0,NPP,2012-05-10,N,2012-05-10,N,N,N,N,N,N,3,0.0,11.0063,0.0,1986,False,UKN,Iran (Islamic Republic of),M,True,,True,94536,AVE,ukn,,,6,0,0.0,490
217,111,835410,0,DEM,2017-02-08,Y,2017-02-08,,,,,,,3,0.0,-1.0,-1.0,1975,True,UKN,India,UNK,True,,False,94536,CT,gmail.com,,,0,0,-1.0,6590
218,1,832900,0,REP,2015-01-29,Y,2003-08-29,N,N,N,N,N,N,3,0.0,11.0063,0.0,1963,False,UKN,Korea (Democratic People's Republic of),M,True,,False,94538,LN,mission-tech.com,REP,,6,0,0.0,166
219,23,835400,0,DEM,2016-03-20,N,2006-10-23,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1969,False,New Jersey,USA,M,True,,False,94536,DR,ukn,DEM,,6,3,0.5,3422
220,82,835200,0,DEM,2010-11-02,Y,2002-10-18,A,A,V,V,V,V,3,11.0063,11.0063,1.0,1981,True,California,USA,M,True,,True,94536,AVE,ukn,DEM,DEM,6,6,1.0,5995
221,1,835100,0,DEM,2004-03-24,N,2004-03-24,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1983,True,California,USA,F,True,,False,94536,CT,ukn,,,6,1,0.16666666666666666,5369
222,49,832600,1,NPP,1999-06-22,N,1999-06-22,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1968,True,California,USA,M,True,,False,94538,RD,ukn,NPP,,6,5,0.8333333333333334,286
223,16,835500,0,REP,2002-10-28,N,2002-10-28,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1960,True,UKN,Thailand,M,True,,False,94536,AVE,ukn,,,6,2,0.3333333333333333,5943
224,1,832810,0,DEM,1990-09-25,N,1990-09-25,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1963,True,Tennessee,USA,M,True,,False,94538,DR,ukn,DEM,DEM,6,6,1.0,2181
225,16,832110,0,DEM,2010-05-10,Y,2010-05-10,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1963,False,California,USA,F,True,,False,94536,CT,ukn,DEM,DEM,6,5,0.8333333333333334,5125
226,111,835300,0,NPP,2016-11-01,N,2016-11-01,,,,,,,3,0.0,-1.0,-1.0,1980,True,UKN,India,UNK,True,,True,94536,ST,gmail.com,,,0,0,-1.0,993
227,82,835300,0,NPP,2010-10-08,Y,1999-07-30,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1967,True,California,USA,F,True,,True,94536,AVE,ukn,NPP,,6,2,0.3333333333333333,4462
228,109,835400,0,NPP,2016-09-22,N,2016-09-22,V,,,,,,3,2.5001,2.5001,1.0,1960,False,UKN,UKN,UNK,True,,False,94536,DR,ukn,,,1,1,1.0,2817
229,99,835000,0,NPP,2018-05-10,N,2008-10-06,N,V,V,V,V,V,3,8.5062,11.0063,0.77,1981,False,Illinois,USA,M,True,,True,94536,BLVD,ukn,NPP,N-DEM,6,5,0.8333333333333334,4321
230,16,835400,0,DEM,2008-02-21,Y,2008-02-21,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1948,True,UKN,UKN,F,True,,False,94536,CMN,ukn,DEM,DEM,6,2,0.3333333333333333,1023
231,1,832620,2,DEM,2008-03-11,N,2008-03-11,N,N,N,N,N,N,3,0.0,11.0063,0.0,1988,False,California,USA,M,True,,False,94538,DR,ukn,,,6,0,0.0,629
232,23,832710,0,NPP,2017-07-31,N,2012-01-31,N,N,N,N,N,N,3,0.0,11.0063,0.0,1993,False,California,USA,M,True,,False,94538,ST,ukn,,,6,0,0.0,6483
233,23,835310,0,NPP,2017-08-24,N,2016-10-13,N,,,,,,3,0.0,2.5001,0.0,1997,True,Massachusetts,USA,UNK,True,,True,94538,BLVD,ukn,,,1,0,0.0,3651
234,1,832610,2,NPP,2005-04-22,N,2002-06-30,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1983,False,California,USA,M,True,,True,94538,DR,ukn,,,6,1,0.16666666666666666,67
235,1,832210,2,DEM,1991-07-25,N,1991-07-25,N,N,N,N,N,N,3,0.0,11.0063,0.0,1955,False,Indiana,USA,F,True,,False,94536,WAY,ukn,,,6,0,0.0,6615
236,82,832400,0,DEM,2004-10-18,Y,1988-09-21,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1965,False,California,USA,F,True,,False,94536,DR,ukn,DEM,DEM,6,2,0.3333333333333333,2965
237,12,835420,0,REP,2014-06-03,Y,1991-06-11,N,N,A,V,A,N,3,4.5028,11.0063,0.41,1947,True,UKN,China,M,True,,False,94538,TER,ukn,REP,REP,6,3,0.5,832
238,1,832110,0,DEM,2018-01-06,Y,2018-01-06,,,,,,,3,0.0,-1.0,-1.0,1985,True,California,USA,UNK,True,,False,94536,CT,gmail.com,,,0,0,-1.0,6896
239,99,835300,0,NPP,2012-05-09,Y,2012-05-09,N,N,N,N,N,N,3,0.0,11.0063,0.0,1991,True,California,USA,F,True,,True,94536,AVE,ukn,NPP,NPP,6,0,0.0,5228
240,99,832900,0,DEM,2016-03-09,Y,2016-03-09,N,A,,,,,3,3.0002,5.5003,0.55,1994,False,California,USA,F,True,,False,94538,CT,ukn,DEM,,2,1,0.5,3218
241,82,832600,1,DEM,2016-05-01,N,2016-05-01,N,V,,,,,3,3.0002,5.5003,0.55,1997,False,California,USA,F,True,,False,94538,CT,gmail.com,DEM,,2,1,0.5,5527
242,111,835300,0,DEM,2016-09-21,N,2016-09-21,V,,,,,,3,2.5001,2.5001,1.0,1970,False,UKN,UKN,M,True,,False,94536,CMN,ukn,,,1,1,1.0,1498
243,82,832400,0,NPP,1989-03-08,Y,1989-03-08,N,N,A,N,A,A,3,4.3052,11.0063,0.39,1956,True,UKN,UKN,M,True,,False,94536,WAY,ukn,NPP,NP,6,3,0.5,2124
244,92,835100,0,DEM,2016-06-24,Y,2016-06-24,N,,,,,,3,0.0,2.5001,0.0,1942,True,UKN,Nicaragua,M,True,,True,94536,BLVD,ukn,,,1,0,0.0,4000
245,99,832900,0,REP,2008-09-23,N,2008-09-23,N,N,N,N,N,N,3,0.0,11.0063,0.0,1954,False,UKN,Afghanistan,M,True,,False,94538,DR,ukn,,,6,0,0.0,4435
246,111,832600,1,DEM,2016-02-04,Y,2016-02-04,A,A,,,,,3,5.5003,5.5003,1.0,1952,False,UKN,Canada,M,True,,False,94538,RD,ukn,DEM,,2,2,1.0,2147
247,111,832900,0,NPP,2017-05-26,Y,2017-05-26,,,,,,,3,0.0,-1.0,-1.0,1979,True,UKN,India,M,True,,False,94538,LN,alumni.usc.edu,,,0,0,-1.0,1115
248,1,832810,0,NPP,2017-07-29,Y,2016-08-11,A,,,,,,3,2.5001,2.5001,1.0,1960,True,UKN,"Taiwan, Province of China",F,True,,False,94538,ST,hotmail.com,,,1,1,1.0,2739
249,109,835400,0,NPP,2007-10-19,N,2007-10-19,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1988,True,California,USA,M,True,,False,94536,AVE,ukn,,,6,2,0.3333333333333333,6883
250,23,835400,0,REP,2004-11-08,Y,2000-02-01,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1978,True,Illinois,USA,M,True,,False,94536,WAY,ukn,REP,REP,6,2,0.3333333333333333,1202
251,12,832400,0,REP,2016-06-07,N,2016-05-18,V,V,,,V,,3,7.0019,10.0031,0.7,1988,False,California,USA,F,True,,False,94536,WAY,ukn,REP,,3,3,1.0,4363
252,1,832620,2,DEM,2018-05-09,Y,2004-02-27,V,A,A,N,A,N,3,8.8023,11.0063,0.8,1985,False,California,USA,F,True,,False,94538,AVE,gmail.com,DEM,DEM,6,4,0.6666666666666666,2436
253,99,832800,0,DEM,2004-10-18,Y,2001-11-26,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1978,True,UKN,India,UNK,False,USA,False,94538,CT,ukn,DEM,DEM,6,6,1.0,1511
254,82,832800,0,REP,2010-06-08,Y,1986-10-06,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1962,True,California,USA,UNK,True,,False,94538,ST,ukn,REP,,6,3,0.5,6159
255,111,835010,0,NPP,2017-09-26,Y,2017-09-26,,,,,,,3,0.0,-1.0,-1.0,1973,False,UKN,UKN,UNK,True,,False,94536,LOOP,ukn,,,0,0,-1.0,5194
